,country,country_code,year,continent,world_regions,regime_type,total_population,access_elec_percent,gdp,gdp_pc,renewable_energy_consumption_percent,renewable_energy_output_percent,wbl_index_score,proportion_women_seats_parliament,income_classification,percent_using_internet,power_soec,power_f,suffrage_f_x,dmr_f,new_gini,hdi_value,gdp_g,gdp_pc_g,pol_gen,exl_gen,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,suffrage_f_y,domestic_movement,slave,suffrage,v2xeg_eqaccess,Composite_index,Rank
11,Aruba,ABW,2011,North America,Latin America and Caribbean,,102050.0,100.0,2549720670.0,24985.01392,5.661799908,12.10102096,,,High income,69.0,,,,,,,,,,,,,,,,,,,,,,
12,Aruba,ABW,2012,North America,Latin America and Caribbean,,102565.0,100.0,2534636872.0,24712.49326,6.8558998110000005,14.91525424,,,High income,74.0,,,,,,,,,,,,,,,,,,,,,,
13,Aruba,ABW,2013,North America,Latin America and Caribbean,,103165.0,100.0,2727849721.0,26441.61994,6.889699936,14.91218619,,,High income,78.9,,,,,,,,,,,,,,,,,,,,,,
14,Aruba,ABW,2014,North America,Latin America and Caribbean,,103776.0,100.0,2790849162.0,26893.011510000004,6.927499771,15.09927995,,,High income,83.78,,,,,,,,,,,,,,,,,,,,,,
15,Aruba,ABW,2015,North America,Latin America and Caribbean,,104339.0,100.0,2962905028.0,28396.90842,6.728000164,14.85616144,,,High income,88.66122693,,,,,,,,,,,,,,,,,,,,,,
16,Aruba,ABW,2016,North America,Latin America and Caribbean,,104865.0,100.0,2983636872.0,28452.17061,6.9945998189999985,,,,High income,93.54245387,,,,,,,,,,,,,,,,,,,,,,
17,Aruba,ABW,2017,North America,Latin America and Caribbean,,105361.0,100.0,3092430168.0,29350.80502,6.6992998120000005,,,,High income,97.17,,,,,,,,,,,,,,,,,,,,,,
18,Aruba,ABW,2018,North America,Latin America and Caribbean,,105846.0,100.0,3202188607.0,30253.279360000004,8.024100304,,,,High income,,,,,,,,,,,,,,,,,,,,,,,
19,Angola,AGO,2000,Africa,Sub-Saharan Africa,Closed Autocracy,,,9129634978.0,556.8386317000002,73.44110107,63.11418685,62.5,15.45454545,Low income,,0.3670000000000001,-0.198,100.0,-1.208,52.0,0.4,0.03054624234,-0.00267956298,0.484,0.369,0.16299999999999992,0.06899999999999995,0.21400000000000008,0.127,0.37240019799999996,1.0,0.138,0.531,1.0,0.303,13.97,2419.0
20,Angola,AGO,2001,Africa,Sub-Saharan Africa,Closed Autocracy,16945753.0,20.0,8936063723.0,527.3335285,72.33730316,62.08791209,62.5,15.45454545,Low income,0.13601386699999998,-0.127,-0.198,100.0,-1.072,51.96,0.41,0.04205998556,0.00822138302,0.489,0.369,0.15500000000000005,0.06899999999999995,0.21400000000000008,0.127,0.503415944,1.0,0.179,0.545,1.0,0.261,14.43,2407.0
21,Angola,AGO,2002,Africa,Sub-Saharan Africa,Closed Autocracy,17519418.0,26.38386917,15285594828.0,872.4944418,70.42099762,64.7592068,62.5,15.45454545,Low income,0.270376746,-0.63,0.208,100.0,0.014,,0.426,0.1366568652,0.09943757743,0.608,0.4260000000000001,0.138,0.07799999999999996,0.21400000000000008,0.15500000000000005,0.640729299,1.0,0.5579999999999999,0.545,1.0,0.252,19.87,2086.0
22,Angola,AGO,2003,Africa,Sub-Saharan Africa,Closed Autocracy,18121477.0,27.4656353,17812705294.0,982.9610078,65.14040375,62.20551378,62.5,15.45454545,Low income,0.370682065,-0.63,0.578,100.0,0.531,,0.435,0.0298985001,-0.0043183389,0.629,0.473,0.19499999999999995,0.211,0.3270000000000001,0.264,0.6747962959999999,1.0,0.631,0.544,1.0,0.278,17.42,2296.0
23,Angola,AGO,2004,Africa,Sub-Saharan Africa,Closed Autocracy,18758138.0,28.53676033,23552052408.0,1255.564513,61.91569901,78.40501792,62.5,15.0,Lower-middle income,0.464814618,-0.63,0.578,100.0,0.531,,0.446,0.1095286177,0.07187063696,0.627,0.473,0.19499999999999995,0.211,0.3270000000000001,0.264,0.538592862,1.0,0.631,0.544,1.0,0.278,14.22,2415.0
24,Angola,AGO,2005,Africa,Sub-Saharan Africa,Closed Autocracy,19433604.0,29.59622383,36970918699.0,1902.42215,68.37830353,79.64824121,62.5,15.0,Lower-middle income,1.143366827,-0.63,0.578,100.0,0.531,,0.46,0.1502891532,0.1103078294,0.628,0.473,0.19499999999999995,0.211,0.3270000000000001,0.264,0.482599605,1.0,0.631,0.544,1.0,0.278,18.24,2260.0
25,Angola,AGO,2006,Africa,Sub-Saharan Africa,Closed Autocracy,20149905.0,30.64655495,52381006892.0,2599.565948,62.12730026,80.61101028,62.5,15.0,Lower-middle income,1.5,-0.63,0.578,100.0,0.531,,0.473,0.1154768318,0.07582318726000001,0.628,0.473,0.19499999999999995,0.211,0.3270000000000001,0.264,0.478954363,1.0,0.631,0.544,1.0,0.278,18.54,2237.0
26,Angola,AGO,2007,Africa,Sub-Saharan Africa,Closed Autocracy,20905360.0,37.5,65266452081.0,3121.996085,58.49160004,77.61889959999998,62.5,15.0,Lower-middle income,1.7,-0.63,0.578,100.0,0.531,,0.489,0.1401001824,0.0989004909,0.628,0.473,0.19499999999999995,0.211,0.3270000000000001,0.264,0.441250583,1.0,0.631,0.544,1.0,0.278,19.57,2138.0
27,Angola,AGO,2008,Africa,Sub-Saharan Africa,Closed Autocracy,21695636.0,38.49,88538611205.0,4080.941034,54.88209915,75.40904716,62.5,37.27272727,Lower-middle income,1.9,-0.63,0.578,100.0,0.531,42.7,0.501,0.1116613833,0.07116847905,0.688,0.473,0.19499999999999995,0.211,0.35200000000000004,0.2709999999999999,0.31569653,1.0,0.631,0.544,1.0,0.278,19.43,2153.0
28,Angola,AGO,2009,Africa,Sub-Saharan Africa,Closed Autocracy,22514275.0,33.80418396,70307163678.0,3122.781599,52.41389847,65.34318902,62.5,38.63636364,Lower-middle income,2.3,-0.63,0.73,100.0,0.531,46.102857142857154,0.515,0.008587126149999999,-0.02808599596,0.69,0.465,0.19499999999999995,0.211,0.35200000000000004,0.2709999999999999,0.562023212,1.0,0.631,0.544,1.0,0.293,14.44,2406.0
29,Angola,AGO,2010,Africa,Sub-Saharan Africa,Electoral Autocracy,23356247.0,34.87972641,83799496611.0,3587.8836450000013,50.76480103,67.95742338,62.5,38.63636364,Lower-middle income,2.8,-0.63,0.73,100.0,0.7290000000000001,,0.517,0.044039325430000005,0.0064026332499999995,0.695,0.486,0.222,0.223,0.35200000000000004,0.28200000000000003,0.48563464700000003,1.0,0.701,0.5660000000000001,1.0,0.293,25.04,1295.0
30,Angola,AGO,2011,Africa,Sub-Saharan Africa,Electoral Autocracy,24220660.0,34.6,111790000000.0,4615.4682189999985,49.23920059,70.90780393,65.0,38.18181818,Upper-middle income,3.1,-0.63,0.73,100.0,0.7290000000000001,,0.5329999999999999,0.03471976345,-0.00220842988,0.6940000000000001,0.486,0.222,0.223,0.371,0.28200000000000003,0.495233446,1.0,0.701,0.5660000000000001,1.0,0.293,28.04,756.0
31,Angola,AGO,2012,Africa,Sub-Saharan Africa,Electoral Autocracy,25107925.0,37.10102463,128053000000.0,5100.097027000002,49.44329834,60.79948420000001,70.625,34.09090909,Upper-middle income,6.5,-0.63,0.73,100.0,0.7290000000000001,,0.544,0.08542187642999999,0.0470651886,0.6940000000000001,0.486,0.222,0.223,0.371,0.28200000000000003,0.535881325,1.0,0.701,0.5660000000000001,1.0,0.293,26.0,1111.0
32,Angola,AGO,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,26015786.0,38.24899292,136710000000.0,5254.881126,47.93849945,58.02093476,70.625,34.09090909,Upper-middle income,8.9,-0.63,0.901,100.0,0.7290000000000001,,0.555,0.04954544646,0.01291993845,0.696,0.488,0.222,0.233,0.371,0.29599999999999993,0.581121629,1.0,0.701,0.5660000000000001,1.0,0.343,26.85,975.0
33,Angola,AGO,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,26941773.0,32.0,145712000000.0,5408.4117,48.2112999,53.17510549,70.625,36.81818182,Upper-middle income,21.4,-0.63,0.901,100.0,0.7290000000000001,,0.565,0.04822627568,0.01219880621,0.696,0.488,0.222,0.233,0.371,0.29599999999999993,0.641613079,1.0,0.701,0.5660000000000001,1.0,0.343,21.61,1851.0
34,Angola,AGO,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,27884380.0,42.0,116194000000.0,4166.9798329999985,47.81560135,53.17492831,70.625,36.81818182,Upper-middle income,29.0,-0.63,0.901,100.0,0.7290000000000001,,0.5720000000000001,0.00943571561,-0.02468737307,0.696,0.488,0.222,0.233,0.371,0.29599999999999993,0.7485094179999999,1.0,0.701,0.5660000000000001,1.0,0.343,21.69,1832.0
35,Angola,AGO,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,28842482.0,41.79737854,101124000000.0,3506.073128,49.0080986,,73.125,36.81818182,Lower-middle income,29.0,-0.63,0.901,100.0,0.7290000000000001,,0.578,-0.025800496439999997,-0.05816187549,0.6970000000000001,0.488,0.222,0.233,0.371,0.29599999999999993,0.751202897,1.0,0.7020000000000001,0.5660000000000001,1.0,0.343,20.68,1991.0
36,Angola,AGO,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,29816769.0,43.0016098,122124000000.0,4095.810057,56.18050003,,73.125,30.45454545,Lower-middle income,32.0,-0.63,1.486,100.0,1.001,,0.5820000000000001,-0.00147212941,-0.03409983376,0.708,0.513,0.248,0.233,0.4179999999999999,0.32099999999999995,0.6999495729999999,1.0,0.7440000000000001,0.595,1.0,0.405,24.48,1400.0
37,Angola,AGO,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,30809787.0,45.29,101353000000.0,3289.643995,56.78549957,,73.125,30.45454545,Lower-middle income,35.0,-0.63,1.862,100.0,1.001,51.3,0.5820000000000001,-0.02003629727,-0.05162111791,0.721,0.521,0.221,0.228,0.409,0.35200000000000004,0.608136131,1.0,0.7440000000000001,0.595,1.0,0.511,25.8,1150.0
38,Albania,ALB,2000,Europe,Europe and Northern America,Electoral Autocracy,,100.0,3480355189.0,1126.683318,41.44499969,96.14901632,80.0,5.161290323,Lower-middle income,,0.441,1.005,100.0,1.006,,0.6709999999999999,0.06950036134,0.07633866403,0.6859999999999999,0.727,0.6970000000000001,0.855,0.6439999999999999,0.768,0.922612275,1.0,0.8290000000000001,0.6409999999999999,1.0,0.684,26.52,1032.0
39,Albania,ALB,2001,Europe,Europe and Northern America,Electoral Autocracy,3060173.0,100.0,3922099471.0,1281.659393,39.12530136,95.30831099,80.0,5.714285714,Lower-middle income,0.325798377,0.441,1.192,100.0,1.006,,0.6779999999999999,0.08290070027,0.09311123961000001,0.701,0.732,0.6970000000000001,0.855,0.6439999999999999,0.768,0.93041254,1.0,0.8290000000000001,0.6409999999999999,1.0,0.6970000000000001,27.22,916.0
40,Albania,ALB,2002,Europe,Europe and Northern America,Electoral Autocracy,3051010.0,100.0,4348070165.0,1425.124849,35.89580154,93.95398609,80.0,5.714285714,Lower-middle income,0.390081273,0.441,1.321,100.0,1.006,31.7,0.684,0.045399606399999994,0.048539221349999995,0.7070000000000001,0.733,0.6970000000000001,0.855,0.6439999999999999,0.768,0.920585423,1.0,0.8290000000000001,0.6409999999999999,1.0,0.718,25.83,1144.0
41,Albania,ALB,2003,Europe,Europe and Northern America,Electoral Autocracy,3039616.0,100.0,5611492283.0,1846.118813,33.75170135,97.85657051,80.0,5.714285714,Lower-middle income,0.971900415,0.441,1.321,100.0,1.152,,0.691,0.05530050778,0.059256301529999986,0.721,0.7559999999999999,0.6970000000000001,0.855,0.6439999999999999,0.768,0.922729756,1.0,0.8420000000000001,0.6409999999999999,1.0,0.718,26.41,1047.0
42,Albania,ALB,2004,Europe,Europe and Northern America,Electoral Autocracy,3026939.0,100.0,7184681399.0,2373.579844000001,35.93470001,97.5026757,80.0,6.428571429,Lower-middle income,2.420387798,0.441,1.321,100.0,1.152,,0.696,0.05509998692999999,0.05951880823,0.721,0.7559999999999999,0.73,0.855,0.6439999999999999,0.768,0.913984855,1.0,0.8420000000000001,0.6409999999999999,1.0,0.718,20.2,2039.0
43,Albania,ALB,2005,Europe,Europe and Northern America,Electoral Democracy,3011487.0,100.0,8052075642.0,2673.787283,36.86830139,98.71394452,80.0,7.142857143,Lower-middle income,6.043890864,0.124,1.321,100.0,1.152,30.6,0.706,0.05529914808999999,0.06071390912000001,0.769,0.785,0.723,0.855,0.6439999999999999,0.7929999999999999,0.9114350840000001,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,21.63,1845.0
44,Albania,ALB,2006,Europe,Europe and Northern America,Electoral Democracy,2992547.0,100.0,8896073938.0,2972.743265,31.7098999,98.31643736,80.0,7.142857143,Lower-middle income,9.609991316,0.124,1.321,100.0,1.152,,0.713,0.05900083957000001,0.06570331606,0.769,0.785,0.723,0.855,0.675,0.7929999999999999,0.921056378,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,20.39,2025.0
45,Albania,ALB,2007,Europe,Europe and Northern America,Electoral Democracy,2970017.0,100.0,10677321490.0,3595.0371630000004,32.10039902,97.48251748,82.5,7.142857143,Lower-middle income,15.03611541,0.124,1.321,100.0,1.152,,0.722,0.059799820360000006,0.06783926591,0.769,0.785,0.723,0.855,0.675,0.7929999999999999,0.8986746529999999,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,21.24,1918.0
46,Albania,ALB,2008,Europe,Europe and Northern America,Electoral Democracy,2947314.0,100.0,12881354104.0,4370.540127,35.91189957,100.0,82.5,7.142857143,Lower-middle income,23.86,0.124,1.321,100.0,1.152,30.0,0.728,0.0749996956,0.08328035999,0.769,0.785,0.723,0.855,0.675,0.7929999999999999,0.877347213,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,20.98,1948.0
47,Albania,ALB,2009,Europe,Europe and Northern America,Electoral Democracy,2927519.0,100.0,12044223353.0,4114.140114,37.21519852,99.98077662,82.5,16.42857143,Upper-middle income,41.2,0.124,1.321,100.0,1.152,,0.733,0.03350066528,0.04048888488,0.816,0.785,0.723,0.855,0.675,0.7929999999999999,0.854413967,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,17.39,2298.0
48,Albania,ALB,2010,Europe,Europe and Northern America,Electoral Democracy,2913021.0,100.0,11926928506.0,4094.350334,37.11370087,99.98678647,85.625,16.42857143,Upper-middle income,45.0,0.124,1.321,100.0,1.152,,0.745,0.03706892301,0.04223037747,0.816,0.785,0.735,0.8759999999999999,0.677,0.7969999999999999,0.8544315259999999,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,19.1,2189.0
49,Albania,ALB,2011,Europe,Europe and Northern America,Electoral Democracy,2905195.0,100.0,12890765324.0,4437.142885,35.96110153,98.59222143,85.625,15.71428571,Lower-middle income,47.0,0.124,1.321,100.0,1.152,,0.764,0.02545321845,0.028215579280000007,0.816,0.785,0.735,0.8759999999999999,0.677,0.7969999999999999,0.841436775,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,18.88,2215.0
50,Albania,ALB,2012,Europe,Europe and Northern America,Electoral Democracy,2900401.0,99.9,12319830252.0,4247.629984,40.04669952,100.0,85.625,15.71428571,Upper-middle income,49.4,0.124,1.321,100.0,1.152,29.0,0.775,0.01417525992,0.01585156475,0.816,0.785,0.735,0.8759999999999999,0.7010000000000001,0.7969999999999999,0.825961965,1.0,0.8420000000000001,0.6409999999999999,1.0,0.677,20.77,1974.0
51,Albania,ALB,2013,Europe,Europe and Northern America,Electoral Democracy,2895092.0,100.0,12776217195.0,4413.060861,41.28699875,100.0,85.625,17.85714286,Upper-middle income,51.8,-0.006999999999999999,1.321,100.0,1.4380000000000002,,0.782,0.0100198715,0.011872039070000001,0.833,0.785,0.738,0.8759999999999999,0.7010000000000001,0.7929999999999999,0.8531904579999999,1.0,0.866,0.77,1.0,0.664,19.74,2106.0
52,Albania,ALB,2014,Europe,Europe and Northern America,Electoral Democracy,2889104.0,99.95,13228144008.0,4578.6319939999985,38.69739914,100.0,85.625,20.0,Upper-middle income,54.3,-0.006999999999999999,1.321,100.0,1.4380000000000002,34.6,0.787,0.01774486785,0.01985426103,0.8390000000000001,0.812,0.742,0.8759999999999999,0.7010000000000001,0.7929999999999999,0.84087421,1.0,0.866,0.77,1.0,0.664,19.75,2105.0
53,Albania,ALB,2015,Europe,Europe and Northern America,Electoral Democracy,2880703.0,99.98,11386846319.0,3952.801215,38.62559891,100.0,85.625,20.71428571,Upper-middle income,56.9,-0.006999999999999999,1.321,100.0,1.4380000000000002,32.9,0.7879999999999999,0.02218752232,0.02516852986,0.8390000000000001,0.812,0.742,0.8759999999999999,0.7010000000000001,0.7929999999999999,0.827867117,1.0,0.866,0.77,1.0,0.664,18.39,2245.0
54,Albania,ALB,2016,Europe,Europe and Northern America,Electoral Democracy,2876101.0,99.89,11861200797.0,4124.055726,39.58729935,,91.25,22.85714286,Upper-middle income,59.6,-0.006999999999999999,1.321,100.0,1.4380000000000002,33.7,0.7879999999999999,0.03314804753,0.03480117005,0.843,0.812,0.742,0.8759999999999999,0.7010000000000001,0.7929999999999999,0.8361488779999999,1.0,0.866,0.77,1.0,0.664,21.6,1854.0
55,Albania,ALB,2017,Europe,Europe and Northern America,Electoral Democracy,2873457.0,99.89,13019693451.0,4531.020806,37.21979904,,91.25,27.85714286,Upper-middle income,62.4,-0.006999999999999999,1.321,100.0,1.4380000000000002,33.2,0.79,0.03802197488,0.03897710666,0.8540000000000001,0.812,0.742,0.8759999999999999,0.7010000000000001,0.795,0.821659035,1.0,0.866,0.773,1.0,0.637,22.32,1743.0
56,Albania,ALB,2018,Europe,Europe and Northern America,Electoral Democracy,2866376.0,100.0,15147020535.0,5284.3801840000015,38.26639938,,91.25,27.85714286,Upper-middle income,65.4,-0.401,1.321,100.0,1.4380000000000002,,0.792,0.04071301295,0.043283955779999994,0.858,0.812,0.73,0.8759999999999999,0.7010000000000001,0.795,0.8187016159999999,1.0,0.866,0.8109999999999999,1.0,0.609,24.77,1353.0
57,United Arab Emirates,ARE,2000,Asia,Northern Africa and Western Asia,Closed Autocracy,,100.0,104337000000.0,33291.36625,0.076399997,0.0,26.875,0.0,High income,,-0.8809999999999999,-1.515,0.0,-0.888,,0.782,0.1085270421,0.049091597029999996,0.25,0.42,0.5880000000000001,0.6599999999999999,0.387,0.263,0.914518237,0.0,0.29100000000000004,0.171,0.0,0.168,8.92,2493.0
58,United Arab Emirates,ARE,2001,Asia,Northern Africa and Western Asia,Closed Autocracy,3302722.0,100.0,103312000000.0,31280.75586,0.0647,0.0,26.875,0.0,High income,26.2717542,-0.8809999999999999,-1.515,0.0,-0.888,,0.787,0.0139908503,-0.03778905332,0.25,0.4370000000000001,0.5880000000000001,0.6599999999999999,0.387,0.263,0.928492949,0.0,0.29100000000000004,0.171,0.0,0.168,5.72,2527.0
59,United Arab Emirates,ARE,2002,Asia,Northern Africa and Western Asia,Closed Autocracy,3478769.0,100.0,109816000000.0,31567.54631,0.066500001,0.0,26.875,0.0,High income,28.31648531,-0.8809999999999999,-1.515,0.0,-0.888,,0.792,0.024334568100000002,-0.02750302954,0.25,0.4370000000000001,0.5880000000000001,0.6599999999999999,0.387,0.263,0.8933889079999999,0.0,0.29100000000000004,0.171,0.0,0.168,6.09,2525.0
60,United Arab Emirates,ARE,2003,Asia,Northern Africa and Western Asia,Closed Autocracy,3711931.0,100.0,124346000000.0,33499.10278,0.066299997,0.0,26.875,0.0,High income,29.47795341,-0.8809999999999999,-1.515,0.0,-0.888,,0.7979999999999999,0.08800540814999999,0.01966321187,0.25,0.4370000000000001,0.5880000000000001,0.6599999999999999,0.401,0.263,0.883124507,0.0,0.29100000000000004,0.171,0.0,0.168,8.1,2499.0
61,United Arab Emirates,ARE,2004,Asia,Northern Africa and Western Asia,Closed Autocracy,4068577.0,100.0,147824000000.0,36333.18733,0.100400001,0.0,26.875,0.0,High income,30.13129617,-0.8809999999999999,-1.32,0.0,-0.888,,0.8029999999999999,0.09566436637,-0.00038010165999999995,0.23600000000000002,0.449,0.552,0.6599999999999999,0.401,0.252,0.8860942740000001,0.0,0.29100000000000004,0.171,0.0,0.17800000000000002,26.44,1043.0
62,United Arab Emirates,ARE,2005,Asia,Northern Africa and Western Asia,Closed Autocracy,4588222.0,100.0,180617000000.0,39365.45964,0.1052,0.0,26.875,0.0,High income,40.0,-0.8809999999999999,-1.32,0.0,-0.888,,0.809,0.048551411960000006,-0.07020363051,0.243,0.517,0.632,0.748,0.464,0.29900000000000004,0.846061002,0.0,0.29100000000000004,0.171,0.0,0.17800000000000002,26.78,985.0
63,United Arab Emirates,ARE,2006,Asia,Northern Africa and Western Asia,Closed Autocracy,5300172.0,100.0,222117000000.0,41907.42147,0.117399998,0.0,26.875,5.0,High income,52.0,-0.8809999999999999,-1.32,0.034,-0.888,,0.8140000000000001,0.09837319773,-0.04916669307,0.26899999999999996,0.517,0.632,0.748,0.464,0.29900000000000004,0.856989785,0.00033999999999999997,0.29100000000000004,0.165,0.00098,0.17800000000000002,27.01,957.0
64,United Arab Emirates,ARE,2007,Asia,Northern Africa and Western Asia,Closed Autocracy,6168846.0,100.0,257916000000.0,41809.46216,0.112800002,0.0,26.875,22.5,High income,61.0,-0.8809999999999999,-1.32,0.78,-0.888,,0.8190000000000001,0.03184390174,-0.11345652710000001,0.43,0.517,0.632,0.748,0.464,0.29900000000000004,0.8772739959999999,0.0078,0.31,0.225,0.0223,0.17800000000000002,27.14,936.0
65,United Arab Emirates,ARE,2008,Asia,Northern Africa and Western Asia,Closed Autocracy,7089486.0,100.0,315475000000.0,44498.94051,0.110799998,0.0,26.875,22.5,High income,63.0,-0.8809999999999999,-1.32,0.78,-0.888,38.3,0.821,0.03191836276,-0.1020864609,0.433,0.531,0.632,0.748,0.464,0.29900000000000004,0.8398922259999999,0.0078,0.31,0.225,0.0223,0.17800000000000002,27.69,819.0
66,United Arab Emirates,ARE,2009,Asia,Northern Africa and Western Asia,Closed Autocracy,7917368.0,100.0,253547000000.0,32024.19778,0.107699998,0.0,26.875,22.5,High income,64.0,-0.8809999999999999,-1.32,0.78,-0.888,,0.8190000000000001,-0.05242921907,-0.1515122468,0.433,0.531,0.632,0.748,0.464,0.29900000000000004,0.85513534,0.0078,0.31,0.225,0.0223,0.17800000000000002,26.57,1025.0
67,United Arab Emirates,ARE,2010,Asia,Northern Africa and Western Asia,Closed Autocracy,8549998.0,100.0,289787000000.0,33893.263869999995,0.109399997,0.0,26.875,22.5,High income,68.0,-0.8809999999999999,-1.32,0.78,-0.888,,0.82,0.01602809961,-0.05914967899,0.4370000000000001,0.5780000000000001,0.627,0.779,0.464,0.3170000000000001,0.899843678,0.0078,0.31,0.225,0.0223,0.17800000000000002,26.79,984.0
68,United Arab Emirates,ARE,2011,Asia,Northern Africa and Western Asia,Closed Autocracy,8946778.0,100.0,350666000000.0,39194.67224,0.109200001,0.0,26.875,17.5,High income,78.0,-0.8809999999999999,-1.32,4.908,-0.888,,0.826,0.06930271629,0.02188028872,0.402,0.5780000000000001,0.665,0.802,0.464,0.3220000000000001,0.88142563,0.049080000000000006,0.31,0.225,0.05965,0.17800000000000002,26.31,1056.0
69,United Arab Emirates,ARE,2012,Asia,Northern Africa and Western Asia,Closed Autocracy,9141598.0,100.0,374591000000.0,40976.49075,0.101800002,0.0,26.875,17.5,High income,84.99999150000002,-0.8809999999999999,-1.32,16.0,-0.888,,0.8320000000000001,0.044846260850000014,0.022579153,0.42,0.5780000000000001,0.665,0.802,0.464,0.3220000000000001,0.879842281,0.16,0.31,0.225,0.16,0.17800000000000002,25.94,1120.0
70,United Arab Emirates,ARE,2013,Asia,Northern Africa and Western Asia,Closed Autocracy,9197908.0,100.0,390108000000.0,42412.6395,0.102899998,0.094142456,26.875,17.5,High income,88.0,-0.625,-1.32,16.0,-0.888,32.5,0.838,0.05053345825,0.044102045910000005,0.424,0.5780000000000001,0.6839999999999999,0.802,0.464,0.3220000000000001,0.8938755420000001,0.16,0.31,0.225,0.16,0.205,26.28,1060.0
71,United Arab Emirates,ARE,2014,Asia,Northern Africa and Western Asia,Closed Autocracy,9214182.0,100.0,403137000000.0,43751.80565,0.137700006,0.258307016,26.875,17.5,High income,90.4,-0.625,-1.32,16.0,-0.888,,0.847,0.04284303686000001,0.04100117747,0.433,0.5780000000000001,0.6839999999999999,0.802,0.464,0.3220000000000001,0.898438992,0.16,0.31,0.225,0.16,0.205,26.73,997.0
72,United Arab Emirates,ARE,2015,Asia,Northern Africa and Western Asia,Closed Autocracy,9262896.0,100.0,358135000000.0,38663.4005,0.12639999400000002,0.232401112,26.875,22.5,High income,90.5,-0.625,-1.32,18.268,-0.888,32.51,0.8590000000000001,0.051059369839999987,0.04553179983,0.46299999999999997,0.5780000000000001,0.6839999999999999,0.802,0.464,0.3220000000000001,0.921959596,0.18268,0.31,0.225,0.18268,0.205,26.92,966.0
73,United Arab Emirates,ARE,2016,Asia,Northern Africa and Western Asia,Closed Autocracy,9360975.0,100.0,357045000000.0,38141.86713,0.123000003,,26.875,22.5,High income,90.60000732,-0.625,-1.32,25.2,-0.888,,0.8640000000000001,0.030609643080000002,0.01981149832,0.474,0.5780000000000001,0.6839999999999999,0.802,0.464,0.3220000000000001,0.9301684659999999,0.252,0.31,0.316,0.252,0.205,17.23,2305.0
